TimeStamp, Source,LogType,Description
05.15 15:11.00, Crawler,Info,[TCrawler : $0BA802B0] Crawler:  http://www.webscantest.com/ State transition: CS_INITIALIZED -> CS_RUNNING
05.15 15:11.00, Crawler,Info,[TCrawler : $0BA802B0] Added request for URL http://www.webscantest.com/
05.15 15:11.00, Crawler,Info,[TCrawler : $0BA802B0] Crawler:  http://www.webscantest.com/ State transition: CS_RUNNING -> CS_DETECT404
05.15 15:11.02, Crawler,Info,Auto custom 404 page detector done.
05.15 15:11.02, Crawler,Info,[TCrawler : $0BA802B0] Crawler:  http://www.webscantest.com/ State transition: CS_DETECT404 -> CS_RUNNING
05.15 15:11.02, ScriptExecThread(5),Info,Per server script "Apache_Geronimo_Default_Administrative_Credentials.script" starting
05.15 15:11.02, ScriptExecThread(1),Info,Per server script "Apache_httpOnly_Cookie_Disclosure.script" starting
05.15 15:11.02, ScriptExecThread(0),Info,Per server script "AJP_Audit.script" starting
05.15 15:11.02, ScriptExecThread(8),Info,Per server script "Apache_Server_Information.script" starting
05.15 15:11.02, ScriptExecThread(2),Info,Per server script "Apache_Running_As_Proxy.script" starting
05.15 15:11.02, ScriptExecThread(3),Info,Per server script "Amazon_S3_Ping.script" starting
05.15 15:11.02, ScriptExecThread(9),Info,Per server script "Apache_mod_negotiation_Filename_Bruteforcing.script" starting
05.15 15:11.02, ScriptExecThread(6),Info,Per server script "Apache_Proxy_CONNECT_Enabled.script" starting
05.15 15:11.02, ScriptExecThread(7),Info,Per server script "Apache_Axis2_Audit.script" starting
05.15 15:11.02, ScriptExecThread(4),Info,Per server script "Apache_Roller_Audit.script" starting
05.15 15:11.03, ScriptExecThread(3),Info,Per server script "Amazon_S3_Ping.script" finished in 406 ms. Request count: 1. Status: 0
05.15 15:11.03, ScriptExecThread(3),Info,Per server script "Apache_Solr_Exposed.script" starting
05.15 15:11.03, ScriptExecThread(2),Info,Per server script "Apache_Running_As_Proxy.script" finished in 499 ms. Request count: 1. Status: 0
05.15 15:11.03, ScriptExecThread(2),Info,Per server script "Apache_Unfiltered_Expect_Header_Injection.script" starting
05.15 15:11.03, Crawler,Info,[TCrawler : $0BA802B0] Added request for URL http://www.webscantest.com/favicon.ico
05.15 15:11.03, Crawler,Info,[TCrawler : $0BA802B0] Added request for URL http://www.webscantest.com/robots.txt
05.15 15:11.03, Crawler,Info,[TCrawler : $0BA802B0] Request done, http://www.webscantest.com/
05.15 15:11.03, Crawler,Info,[TCrawler : $0BA802B0] Processing file /
05.15 15:11.03, Reporter,Info,[medium] HTML form without CSRF protection "/"
05.15 15:11.03, Crawler,Info,[TCrawler : $0BA802B0] Added request for URL http://www.webscantest.com/
05.15 15:11.03, Crawler,Info,[TCrawler : $0BA802B0] Added request for URL http://www.webscantest.com/
05.15 15:11.03, Crawler,Info,[TCrawler : $0BA802B0] Added request for URL http://www.webscantest.com/
05.15 15:11.03, Crawler,Info,[TCrawler : $0BA802B0] Added request for URL http://www.webscantest.com/csrf
05.15 15:11.03, Crawler,Info,[TCrawler : $0BA802B0] Added request for URL http://www.webscantest.com/business
05.15 15:11.03, Crawler,Info,[TCrawler : $0BA802B0] Added request for URL http://www.webscantest.com/login.php
05.15 15:11.03, Crawler,Info,[TCrawler : $0BA802B0] Added request for URL http://www.webscantest.com/privacy.php
05.15 15:11.03, Crawler,Info,[TCrawler : $0BA802B0] Added request for URL http://www.webscantest.com/static
05.15 15:11.03, Crawler,Info,[TCrawler : $0BA802B0] Added request for URL http://www.webscantest.com/angular
05.15 15:11.03, Crawler,Info,[TCrawler : $0BA802B0] Added request for URL http://www.webscantest.com/soap/demo
05.15 15:11.03, Crawler,Info,[TCrawler : $0BA802B0] Added request for URL http://www.webscantest.com/rest/demo
05.15 15:11.03, Crawler,Info,[TCrawler : $0BA802B0] Added request for URL http://www.webscantest.com/react/index
05.15 15:11.03, Crawler,Info,[TCrawler : $0BA802B0] Added request for URL http://www.webscantest.com/cors/cors.php
05.15 15:11.03, Crawler,Info,[TCrawler : $0BA802B0] Added request for URL http://www.webscantest.com/css/style.css
05.15 15:11.03, Crawler,Info,[TCrawler : $0BA802B0] Added request for URL http://www.webscantest.com/xmldb/index.php
05.15 15:11.03, Crawler,Info,[TCrawler : $0BA802B0] Added request for URL http://www.webscantest.com/infodb/index.php
05.15 15:11.03, Crawler,Info,[TCrawler : $0BA802B0] Added request for URL http://www.webscantest.com/gonowhere
05.15 15:11.03, Crawler,Info,[TCrawler : $0BA802B0] Added request for URL http://www.webscantest.com/jsmenu/auto_osrun.php
05.15 15:11.03, Crawler,Info,[TCrawler : $0BA802B0] Added request for URL http://www.webscantest.com/jsmenu/dynalink_myfiles.php
05.15 15:11.03, Crawler,Info,[TCrawler : $0BA802B0] Added request for URL http://www.webscantest.com/jsmenu/gotoajax.php
05.15 15:11.03, Crawler,Info,[TCrawler : $0BA802B0] Added request for URL http://www.webscantest.com/jsmenu/gotoframeme.php
05.15 15:11.03, Crawler,Info,[TCrawler : $0BA802B0] Added request for URL http://www.webscantest.com/jsmenu/gotoframeme.php
05.15 15:11.03, Crawler,Info,[TCrawler : $0BA802B0] Added request for URL http://www.webscantest.com/jsmenu/dynalink_rfplaces.php
05.15 15:11.03, Crawler,Info,[TCrawler : $0BA802B0] Added request for URL http://www.webscantest.com/jsmenu/auto_shutterdb.php
05.15 15:11.03, Crawler,Info,[TCrawler : $0BA802B0] Added request for URL http://www.webscantest.com/jsmenu/auto_datastore.php
05.15 15:11.03, Crawler,Info,[TCrawler : $0BA802B0] Added request for URL http://www.webscantest.com/jsmenu/auto_crosstraining.php
05.15 15:11.03, Crawler,Info,[TCrawler : $0BA802B0] Added request for URL http://www.webscantest.com/jsmenu/cookie_set_coffeepits.php
05.15 15:11.03, Crawler,Info,[TCrawler : $0BA802B0] Added request for URL http://www.webscantest.com/soap
05.15 15:11.03, Crawler,Info,[TCrawler : $0BA802B0] Added request for URL http://www.webscantest.com/rest
05.15 15:11.03, Crawler,Info,[TCrawler : $0BA802B0] Added request for URL http://www.webscantest.com/react
05.15 15:11.03, Crawler,Info,[TCrawler : $0BA802B0] Added request for URL http://www.webscantest.com/cors
05.15 15:11.03, Crawler,Info,[TCrawler : $0BA802B0] Added request for URL http://www.webscantest.com/css
05.15 15:11.03, Crawler,Info,[TCrawler : $0BA802B0] Added request for URL http://www.webscantest.com/xmldb
05.15 15:11.03, Crawler,Info,[TCrawler : $0BA802B0] Added request for URL http://www.webscantest.com/infodb
05.15 15:11.03, Crawler,Info,[TCrawler : $0BA802B0] Added request for URL http://www.webscantest.com/jsmenu
05.15 15:11.03, Crawler,Info,[TCrawler : $0BA802B0] Added request for URL http://www.webscantest.com/images
05.15 15:11.03, Crawler,Info,[TCrawler : $0BA802B0] Crawler:  http://www.webscantest.com/ State transition: CS_RUNNING -> CS_LOGIN
05.15 15:11.03, Crawler,Info,[TCrawler : $0BA802B0] Crawler:  http://www.webscantest.com/ State transition: CS_LOGIN -> CS_RUNNING
05.15 15:11.03, ScriptExecThread(5),Info,Per server script "Apache_Geronimo_Default_Administrative_Credentials.script" finished in 531 ms. Request count: 1. Status: 0
05.15 15:11.03, ScriptExecThread(5),Info,Per server script "Apache_XSS_via_Malformed_Method.script" starting
05.15 15:11.03, ScriptExecThread(4),Info,Per server script "Apache_Roller_Audit.script" finished in 577 ms. Request count: 1. Status: 0
05.15 15:11.03, ScriptExecThread(4),Info,Per server script "Arbitrary_file_existence_disclosure_in_Action_Pack.script" starting
05.15 15:11.03, ScriptExecThread(6),Info,Per server script "Apache_Proxy_CONNECT_Enabled.script" finished in 609 ms. Request count: 1. Status: 0
05.15 15:11.03, ScriptExecThread(6),Info,Per server script "ASP_NET_Error_Message.script" starting
05.15 15:11.03, ScriptExecThread(2),Info,Per server script "Apache_Unfiltered_Expect_Header_Injection.script" finished in 515 ms. Request count: 1. Status: 0
05.15 15:11.03, ScriptExecThread(2),Info,Per server script "ASP_NET_Forms_Authentication_Bypass.script" starting
05.15 15:11.03, Crawler,Info,[TCrawler : $0BA802B0] Added request for URL http://www.webscantest.com/osrun
05.15 15:11.03, Crawler,Info,[TCrawler : $0BA802B0] Added request for URL http://www.webscantest.com/cal_endar
05.15 15:11.03, Crawler,Info,[TCrawler : $0BA802B0] Added request for URL http://www.webscantest.com/crawlsnags
05.15 15:11.03, Crawler,Info,[TCrawler : $0BA802B0] Added request for URL http://www.webscantest.com/sitemap.xml
05.15 15:11.03, Crawler,Info,[TCrawler : $0BA802B0] Added request for URL http://www.webscantest.com/sitemap.xml.gz
05.15 15:11.03, Crawler,Info,[TCrawler : $0BA802B0] Request done, http://www.webscantest.com/robots.txt
05.15 15:11.03, Crawler,Info,[TCrawler : $0BA802B0] Processing file /robots.txt
05.15 15:11.03, Crawler,Info,[TCrawler : $0BA802B0] No links found.
05.15 15:11.03, ScriptExecThread(5),Info,Per server script "Apache_XSS_via_Malformed_Method.script" finished in 530 ms. Request count: 1. Status: 0
05.15 15:11.03, ScriptExecThread(5),Info,Per server script "ASP_NET_Oracle_Padding.script" starting
05.15 15:11.03, ScriptExecThread(5),Info,Per server script "ASP_NET_Oracle_Padding.script" finished in 0 ms. Request count: 0. Status: 0
05.15 15:11.03, Crawler,Info,[TCrawler : $0BA802B0] Request done, http://www.webscantest.com/?redirect=pickone
05.15 15:11.03, Crawler,Info,[TCrawler : $0BA802B0] Processing file / (variation 1)
05.15 15:11.03, ScriptExecThread(5),Info,Per server script "Barracuda_locale_Directory_Traversal.script" starting
05.15 15:11.03, ScriptExecThread(9),Info,Per server script "Apache_mod_negotiation_Filename_Bruteforcing.script" finished in 1077 ms. Request count: 2. Status: 0
05.15 15:11.03, ScriptExecThread(9),Info,Per server script "Bash_RCE_Server_Audit.script" starting
05.15 15:11.04, ScriptExecThread(6),Info,Per server script "ASP_NET_Error_Message.script" finished in 889 ms. Request count: 1. Status: 0
05.15 15:11.04, ScriptExecThread(6),Info,Per server script "Clickjacking_X_Frame_Options.script" starting
05.15 15:11.04, ScriptExecThread(2),Info,Per server script "ASP_NET_Forms_Authentication_Bypass.script" finished in 499 ms. Request count: 1. Status: 0
05.15 15:11.04, ScriptExecThread(2),Info,Per server script "ClientAccessPolicy_XML.script" starting
05.15 15:11.04, ScriptExecThread(4),Info,Per server script "Arbitrary_file_existence_disclosure_in_Action_Pack.script" finished in 999 ms. Request count: 1. Status: 0
05.15 15:11.04, ScriptExecThread(4),Info,Per server script "ColdFusion_Audit.script" starting
05.15 15:11.04, Crawler,Info,[TCrawler : $0BA802B0] Request done, http://www.webscantest.com/?redirect=hrs
05.15 15:11.04, Crawler,Info,[TCrawler : $0BA802B0] Processing file / (variation 2)
05.15 15:11.04, Crawler,Info,[TCrawler : $0BA802B0] Request done, http://www.webscantest.com/?redirect=payment_analysis
05.15 15:11.04, Crawler,Info,[TCrawler : $0BA802B0] Processing file / (variation 3)
05.15 15:11.04, Crawler,Info,[TCrawler : $0BA802B0] Request done, http://www.webscantest.com/csrf
05.15 15:11.04, Crawler,Info,[TCrawler : $0BA802B0] Added request for URL http://www.webscantest.com/csrf/
05.15 15:11.04, Crawler,Info,[TCrawler : $0BA802B0] Processing file /csrf
05.15 15:11.04, Crawler,Info,[TCrawler : $0BA802B0] Request done, http://www.webscantest.com/
05.15 15:11.04, Crawler,Info,[TCrawler : $0BA802B0] Processing file /
05.15 15:11.04, Reporter,Info,[low] Clickjacking: X-Frame-Options header missing "Web Server"
05.15 15:11.04, ScriptExecThread(6),Info,Per server script "Clickjacking_X_Frame_Options.script" finished in 608 ms. Request count: 1. Status: 0
05.15 15:11.04, ScriptExecThread(6),Info,Per server script "ColdFusion_User_Agent_XSS.script" starting
05.15 15:11.05, Crawler,Info,[TCrawler : $0BA802B0] Request done, http://www.webscantest.com/business
05.15 15:11.05, Crawler,Info,[TCrawler : $0BA802B0] Added request for URL http://www.webscantest.com/business/
05.15 15:11.05, Crawler,Info,[TCrawler : $0BA802B0] Processing file /business
05.15 15:11.05, Crawler,Info,[TCrawler : $0BA802B0] Request done, http://www.webscantest.com/login.php
05.15 15:11.05, Crawler,Info,[TCrawler : $0BA802B0] Processing file /login.php
05.15 15:11.05, Reporter,Info,[info] Password type input with auto-complete enabled "/login.php"
05.15 15:11.05, Reporter,Info,[medium] User credentials are sent in clear text "/login.php"
05.15 15:11.05, Reporter,Info,[medium] HTML form without CSRF protection "/login.php"
05.15 15:11.05, Crawler,Info,[TCrawler : $0BA802B0] Added request for URL http://www.webscantest.com/login.php
05.15 15:11.05, ScriptExecThread(8),Info,Per server script "Apache_Server_Information.script" finished in 2605 ms. Request count: 5. Status: 0
05.15 15:11.05, ScriptExecThread(8),Info,Per server script "ColdFusion_v8_File_Upload.script" starting
05.15 15:11.05, ScriptExecThread(6),Info,Per server script "ColdFusion_User_Agent_XSS.script" finished in 858 ms. Request count: 1. Status: 0
05.15 15:11.05, ScriptExecThread(6),Info,Per server script "ColdFusion_v9_Solr_Exposed.script" starting
05.15 15:11.05, ScriptExecThread(2),Info,Per server script "ClientAccessPolicy_XML.script" finished in 1498 ms. Request count: 2. Status: 0
05.15 15:11.05, ScriptExecThread(2),Info,Per server script "CoreDumpCheck.script" starting
05.15 15:11.05, ScriptExecThread(7),Info,Per server script "Apache_Axis2_Audit.script" finished in 3027 ms. Request count: 5. Status: 0
05.15 15:11.05, ScriptExecThread(7),Info,Per server script "CRLF_Injection_PerServer.script" starting
05.15 15:11.05, ScriptExecThread(4),Info,Per server script "ColdFusion_Audit.script" finished in 1482 ms. Request count: 2. Status: 0
05.15 15:11.05, ScriptExecThread(4),Info,Per server script "Crossdomain_XML.script" starting
05.15 15:11.05, Crawler,Info,[TCrawler : $0BA802B0] Request done, http://www.webscantest.com/privacy.php
05.15 15:11.05, Crawler,Info,[TCrawler : $0BA802B0] Processing file /privacy.php
05.15 15:11.06, ScriptExecThread(8),Info,Per server script "ColdFusion_v8_File_Upload.script" finished in 843 ms. Request count: 1. Status: 0
05.15 15:11.06, ScriptExecThread(8),Info,Per server script "Database_Backup.script" starting
05.15 15:11.06, ScriptExecThread(2),Info,Per server script "CoreDumpCheck.script" finished in 484 ms. Request count: 1. Status: 0
05.15 15:11.06, ScriptExecThread(2),Info,Per server script "Django_Admin_Weak_Password.script" starting
05.15 15:11.06, Crawler,Info,[TCrawler : $0BA802B0] Request done, http://www.webscantest.com/static
05.15 15:11.06, Crawler,Info,[TCrawler : $0BA802B0] Added request for URL http://www.webscantest.com/static/
05.15 15:11.06, Crawler,Info,[TCrawler : $0BA802B0] Processing file /static
05.15 15:11.06, ScriptExecThread(6),Info,Per server script "ColdFusion_v9_Solr_Exposed.script" finished in 562 ms. Request count: 1. Status: 0
05.15 15:11.06, ScriptExecThread(6),Info,Per server script "elasticsearch_Audit.script" starting
05.15 15:11.06, ScriptExecThread(7),Info,Per server script "CRLF_Injection_PerServer.script" finished in 514 ms. Request count: 1. Status: 0
05.15 15:11.06, ScriptExecThread(7),Info,Per server script "elmah_Information_Disclosure.script" starting
05.15 15:11.06, ScriptExecThread(4),Info,Per server script "Crossdomain_XML.script" finished in 515 ms. Request count: 1. Status: 0
05.15 15:11.06, ScriptExecThread(4),Info,Per server script "Error_Page_Path_Disclosure.script" starting
05.15 15:11.06, Crawler,Info,[TCrawler : $0BA802B0] Request done, http://www.webscantest.com/angular
05.15 15:11.06, Crawler,Info,[TCrawler : $0BA802B0] Added request for URL http://www.webscantest.com/angular/
05.15 15:11.06, Crawler,Info,[TCrawler : $0BA802B0] Processing file /angular
05.15 15:11.06, ScriptExecThread(2),Info,Per server script "Django_Admin_Weak_Password.script" finished in 546 ms. Request count: 1. Status: 0
05.15 15:11.06, ScriptExecThread(2),Info,Per server script "Fantastico_Filelist.script" starting
05.15 15:11.07, Reporter,Info,[info] Error page web server version disclosure "Web Server"
05.15 15:11.07, ScriptExecThread(2),Info,Per server script "Fantastico_Filelist.script" finished in 530 ms. Request count: 1. Status: 0
05.15 15:11.07, ScriptExecThread(2),Info,Per server script "Flask_Debug_Mode.script" starting
05.15 15:11.07, Crawler,Info,[TCrawler : $0BA802B0] Request done, http://www.webscantest.com/soap/demo
05.15 15:11.07, Crawler,Info,[TCrawler : $0BA802B0] Added request for URL http://www.webscantest.com/soap/demo/
05.15 15:11.07, Crawler,Info,[TCrawler : $0BA802B0] Processing file /soap/demo
05.15 15:11.07, ScriptExecThread(7),Info,Per server script "elmah_Information_Disclosure.script" finished in 1436 ms. Request count: 2. Status: 0
05.15 15:11.07, ScriptExecThread(7),Info,Per server script "Frontpage_authors_pwd.script" starting
05.15 15:11.07, Crawler,Info,[TCrawler : $0BA802B0] Request done, http://www.webscantest.com/rest/demo
05.15 15:11.07, Crawler,Info,[TCrawler : $0BA802B0] Added request for URL http://www.webscantest.com/rest/demo/
05.15 15:11.07, Crawler,Info,[TCrawler : $0BA802B0] Processing file /rest/demo
05.15 15:11.07, ScriptExecThread(2),Info,Per server script "Flask_Debug_Mode.script" finished in 530 ms. Request count: 1. Status: 0
05.15 15:11.07, ScriptExecThread(2),Info,Per server script "Frontpage_Extensions_Enabled.script" starting
05.15 15:11.08, ScriptExecThread(7),Info,Per server script "Frontpage_authors_pwd.script" finished in 530 ms. Request count: 1. Status: 0
05.15 15:11.08, ScriptExecThread(7),Info,Per server script "Frontpage_Information.script" starting
05.15 15:11.08, Crawler,Info,[TCrawler : $0BA802B0] Request done, http://www.webscantest.com/react/index
05.15 15:11.08, Crawler,Info,[TCrawler : $0BA802B0] Added request for URL http://www.webscantest.com/react/index/
05.15 15:11.08, Crawler,Info,[TCrawler : $0BA802B0] Processing file /react/index
05.15 15:11.08, Crawler,Info,[TCrawler : $0BA802B0] Request done, http://www.webscantest.com/cors/cors.php
05.15 15:11.08, Crawler,Info,[TCrawler : $0BA802B0] Processing file /cors/cors.php
05.15 15:11.08, Crawler,Info,[TCrawler : $0BA802B0] Added request for URL http://www.webscantest.com/cors/cors_noJS.php
05.15 15:11.08, ScriptExecThread(7),Info,Per server script "Frontpage_Information.script" finished in 608 ms. Request count: 1. Status: 0
05.15 15:11.08, ScriptExecThread(7),Info,Per server script "GlassFish_41_Directory_Traversal.script" starting
05.15 15:11.09, Crawler,Info,[TCrawler : $0BA802B0] Request done, http://www.webscantest.com/css/style.css
05.15 15:11.09, Crawler,Info,[TCrawler : $0BA802B0] Processing file /css/style.css
05.15 15:11.09, Crawler,Info,[TCrawler : $0BA802B0] Added request for URL http://www.webscantest.com/css/style-forms.css
05.15 15:11.09, Crawler,Info,[TCrawler : $0BA802B0] Added request for URL http://www.webscantest.com/css/style-buttons.css
05.15 15:11.09, Crawler,Info,[TCrawler : $0BA802B0] Added request for URL http://www.webscantest.com/css/img
05.15 15:11.09, ScriptExecThread(2),Info,Per server script "Frontpage_Extensions_Enabled.script" finished in 1514 ms. Request count: 2. Status: 0
05.15 15:11.09, ScriptExecThread(2),Info,Per server script "GlassFish_Audit.script" starting
05.15 15:11.09, Crawler,Info,[TCrawler : $0BA802B0] Request done, http://www.webscantest.com/infodb/index.php
05.15 15:11.09, Crawler,Info,[TCrawler : $0BA802B0] Processing file /infodb/index.php
05.15 15:11.09, Reporter,Info,[medium] HTML form without CSRF protection "/infodb/index.php"
05.15 15:11.09, Crawler,Info,[TCrawler : $0BA802B0] Added request for URL http://www.webscantest.com/infodb/search_by_name.php
05.15 15:11.09, Crawler,Info,[TCrawler : $0BA802B0] Added request for URL http://www.webscantest.com/infodb/search_by_name.php
05.15 15:11.09, Crawler,Info,[TCrawler : $0BA802B0] Added request for URL http://www.webscantest.com/infodb/readme.php
05.15 15:11.09, Crawler,Info,[TCrawler : $0BA802B0] Added request for URL http://www.webscantest.com/infodb/comment.php
05.15 15:11.09, Crawler,Info,[TCrawler : $0BA802B0] Added request for URL http://www.webscantest.com/infodb/readmetop.php
05.15 15:11.09, Crawler,Info,[TCrawler : $0BA802B0] Request done, http://www.webscantest.com/xmldb/index.php
05.15 15:11.09, Crawler,Info,[TCrawler : $0BA802B0] Processing file /xmldb/index.php
05.15 15:11.09, Crawler,Info,[TCrawler : $0BA802B0] Added request for URL http://www.webscantest.com/xmldb/search_by_name.php
05.15 15:11.09, Crawler,Info,[TCrawler : $0BA802B0] Added request for URL http://www.webscantest.com/xmldb/search_by_name.php
05.15 15:11.09, Crawler,Info,[TCrawler : $0BA802B0] Added request for URL http://www.webscantest.com/xmldb/search_by_name.php
05.15 15:11.10, ScriptExecThread(5),Info,Per server script "Barracuda_locale_Directory_Traversal.script" finished in 6256 ms. Request count: 1. Status: 0
05.15 15:11.10, ScriptExecThread(5),Info,Per server script "Hadoop_Cluster_Web_Interface.script" starting
05.15 15:11.10, Crawler,Info,[TCrawler : $0BA802B0] Request done, http://www.webscantest.com/gonowhere
05.15 15:11.10, Reporter,Info,[info] Broken links "/gonowhere"
05.15 15:11.10, Crawler,Info,[TCrawler : $0BA802B0] Processing file /gonowhere
05.15 15:11.10, Crawler,Info,[TCrawler : $0BA802B0] No links found.
05.15 15:11.10, ScriptExecThread(7),Info,Per server script "GlassFish_41_Directory_Traversal.script" finished in 1404 ms. Request count: 2. Status: 0
05.15 15:11.10, ScriptExecThread(7),Info,Per server script "Heartbleed_Bug.script" starting
05.15 15:11.10, Crawler,Info,[TCrawler : $0BA802B0] Request done, http://www.webscantest.com/jsmenu/auto_osrun.php
05.15 15:11.10, Crawler,Info,[TCrawler : $0BA802B0] Processing file /jsmenu/auto_osrun.php
05.15 15:11.10, Crawler,Info,[TCrawler : $0BA802B0] Added request for URL http://www.webscantest.com/jsmenu/auto_osrun_inc.js
05.15 15:11.10, Crawler,Info,[TCrawler : $0BA802B0] Request done, http://www.webscantest.com/jsmenu/dynalink_myfiles.php
05.15 15:11.10, Crawler,Info,[TCrawler : $0BA802B0] Processing file /jsmenu/dynalink_myfiles.php
05.15 15:11.11, Crawler,Info,[TCrawler : $0BA802B0] Request done, http://www.webscantest.com/jsmenu/gotoframeme.php
05.15 15:11.11, Crawler,Info,[TCrawler : $0BA802B0] Processing file /jsmenu/gotoframeme.php
05.15 15:11.11, Crawler,Info,[TCrawler : $0BA802B0] No links found.
05.15 15:11.11, Crawler,Info,[TCrawler : $0BA802B0] Request done, http://www.webscantest.com/jsmenu/gotoajax.php
05.15 15:11.11, Crawler,Info,[TCrawler : $0BA802B0] Added request for URL http://www.webscantest.com/bjax
05.15 15:11.11, Crawler,Info,[TCrawler : $0BA802B0] Processing file /jsmenu/gotoajax.php
05.15 15:11.11, Crawler,Info,[TCrawler : $0BA802B0] No links found.
05.15 15:11.11, Crawler,Info,[TCrawler : $0BA802B0] Request done, http://www.webscantest.com/jsmenu/gotoframeme.php?foo%3D0%20bar%3D%20url%3Dhttps://auth.ntobjectives.com%20dr%3Dsomedir
05.15 15:11.11, Crawler,Info,[TCrawler : $0BA802B0] Processing file /jsmenu/gotoframeme.php (variation 1)
05.15 15:11.11, Crawler,Info,[TCrawler : $0BA802B0] No links found.
05.15 15:11.12, Crawler,Info,[TCrawler : $0BA802B0] Request done, http://www.webscantest.com/jsmenu/dynalink_rfplaces.php
05.15 15:11.12, Crawler,Info,[TCrawler : $0BA802B0] Processing file /jsmenu/dynalink_rfplaces.php
05.15 15:11.12, Crawler,Info,[TCrawler : $0BA802B0] Request done, http://www.webscantest.com/jsmenu/auto_shutterdb.php
05.15 15:11.12, Crawler,Info,[TCrawler : $0BA802B0] Processing file /jsmenu/auto_shutterdb.php
05.15 15:11.12, Crawler,Info,[TCrawler : $0BA802B0] Added request for URL http://www.webscantest.com/shutterform
05.15 15:11.12, Crawler,Info,[TCrawler : $0BA802B0] Added request for URL http://www.webscantest.com/shutterform/
05.15 15:11.12, Crawler,Info,[TCrawler : $0BA802B0] Request done, http://www.webscantest.com/jsmenu/auto_datastore.php
05.15 15:11.12, Crawler,Info,[TCrawler : $0BA802B0] Processing file /jsmenu/auto_datastore.php
05.15 15:11.12, Crawler,Info,[TCrawler : $0BA802B0] Added request for URL http://www.webscantest.com/data
05.15 15:11.12, Crawler,Info,[TCrawler : $0BA802B0] Request done, http://www.webscantest.com/jsmenu/auto_crosstraining.php
05.15 15:11.12, Crawler,Info,[TCrawler : $0BA802B0] Processing file /jsmenu/auto_crosstraining.php
05.15 15:11.13, Crawler,Info,[TCrawler : $0BA802B0] Request done, http://www.webscantest.com/jsmenu/cookie_set_coffeepits.php
05.15 15:11.13, Crawler,Info,[TCrawler : $0BA802B0] Processing file /jsmenu/cookie_set_coffeepits.php
05.15 15:11.13, Crawler,Info,[TCrawler : $0BA802B0] Request done, http://www.webscantest.com/soap
05.15 15:11.13, Crawler,Info,[TCrawler : $0BA802B0] Added request for URL http://www.webscantest.com/soap/
05.15 15:11.13, Crawler,Info,[TCrawler : $0BA802B0] Processing file /soap
05.15 15:11.13, Crawler,Info,[TCrawler : $0BA802B0] Request done, http://www.webscantest.com/rest
05.15 15:11.13, Crawler,Info,[TCrawler : $0BA802B0] Added request for URL http://www.webscantest.com/rest/
05.15 15:11.13, Crawler,Info,[TCrawler : $0BA802B0] Processing file /rest
05.15 15:11.14, Crawler,Info,[TCrawler : $0BA802B0] Request done, http://www.webscantest.com/react
05.15 15:11.14, Crawler,Info,[TCrawler : $0BA802B0] Added request for URL http://www.webscantest.com/react/
05.15 15:11.14, Crawler,Info,[TCrawler : $0BA802B0] Processing file /react
05.15 15:11.14, Crawler,Info,[TCrawler : $0BA802B0] Request done, http://www.webscantest.com/cors
05.15 15:11.14, Crawler,Info,[TCrawler : $0BA802B0] Added request for URL http://www.webscantest.com/cors/
05.15 15:11.14, Crawler,Info,[TCrawler : $0BA802B0] Processing file /cors
05.15 15:11.14, Crawler,Info,[TCrawler : $0BA802B0] Request done, http://www.webscantest.com/css
