TimeStamp, Source,LogType,Description
05.15 14:44.01, ScriptExecThread(0),Info,Per server script "Amazon_S3_Ping.script" starting
05.15 14:44.01, ScriptExecThread(3),Info,Per server script "Apache_Running_As_Proxy.script" starting
05.15 14:44.01, ScriptExecThread(8),Info,Per server script "Apache_Proxy_CONNECT_Enabled.script" starting
05.15 14:44.01, ScriptExecThread(6),Info,Per server script "Apache_Roller_Audit.script" starting
05.15 14:44.01, ScriptExecThread(7),Info,Per server script "Apache_Server_Information.script" starting
05.15 14:44.01, ScriptExecThread(2),Info,Per server script "Apache_mod_negotiation_Filename_Bruteforcing.script" starting
05.15 14:44.01, ScriptExecThread(4),Info,Per server script "Apache_Geronimo_Default_Administrative_Credentials.script" starting
05.15 14:44.01, ScriptExecThread(9),Info,Per server script "Apache_httpOnly_Cookie_Disclosure.script" starting
05.15 14:44.01, ScriptExecThread(0),Info,Per server script "Amazon_S3_Ping.script" finished in 452 ms. Request count: 1. Status: 0
05.15 14:44.01, ScriptExecThread(0),Info,Per server script "Apache_Solr_Exposed.script" starting
05.15 14:44.01, Crawler,Info,[TCrawler : $0BBC02B0] Added request for URL http://testphp.vulnweb.com/favicon.ico
05.15 14:44.01, Crawler,Info,[TCrawler : $0BBC02B0] Added request for URL http://testphp.vulnweb.com/robots.txt
05.15 14:44.01, Crawler,Info,[TCrawler : $0BBC02B0] Request done, http://testphp.vulnweb.com/
05.15 14:44.01, Crawler,Info,[TCrawler : $0BBC02B0] Processing file /
05.15 14:44.01, Reporter,Info,[medium] HTML form without CSRF protection "/"
05.15 14:44.01, Crawler,Info,[TCrawler : $0BBC02B0] Added request for URL http://testphp.vulnweb.com/search.php
05.15 14:44.01, Crawler,Info,[TCrawler : $0BBC02B0] Added request for URL http://testphp.vulnweb.com/search.php
05.15 14:44.01, Crawler,Info,[TCrawler : $0BBC02B0] Added request for URL http://testphp.vulnweb.com/search.php
05.15 14:44.01, Crawler,Info,[TCrawler : $0BBC02B0] Added request for URL http://testphp.vulnweb.com/hpp
05.15 14:44.01, Crawler,Info,[TCrawler : $0BBC02B0] Added request for URL http://testphp.vulnweb.com/cart.php
05.15 14:44.01, Crawler,Info,[TCrawler : $0BBC02B0] Added request for URL http://testphp.vulnweb.com/index.php
05.15 14:44.01, Crawler,Info,[TCrawler : $0BBC02B0] Added request for URL http://testphp.vulnweb.com/login.php
05.15 14:44.01, Crawler,Info,[TCrawler : $0BBC02B0] Added request for URL http://testphp.vulnweb.com/style.css
05.15 14:44.01, Crawler,Info,[TCrawler : $0BBC02B0] Added request for URL http://testphp.vulnweb.com/artists.php
05.15 14:44.01, Crawler,Info,[TCrawler : $0BBC02B0] Added request for URL http://testphp.vulnweb.com/privacy.php
05.15 14:44.01, Crawler,Info,[TCrawler : $0BBC02B0] Added request for URL http://testphp.vulnweb.com/userinfo.php
05.15 14:44.01, Crawler,Info,[TCrawler : $0BBC02B0] Added request for URL http://testphp.vulnweb.com/guestbook.php
05.15 14:44.01, Crawler,Info,[TCrawler : $0BBC02B0] Added request for URL http://testphp.vulnweb.com/categories.php
05.15 14:44.01, Crawler,Info,[TCrawler : $0BBC02B0] Added request for URL http://testphp.vulnweb.com/Flash/add.swf
05.15 14:44.01, Crawler,Info,[TCrawler : $0BBC02B0] Added request for URL http://testphp.vulnweb.com/AJAX/index.php
05.15 14:44.01, Crawler,Info,[TCrawler : $0BBC02B0] Added request for URL http://testphp.vulnweb.com/disclaimer.php
05.15 14:44.01, Crawler,Info,[TCrawler : $0BBC02B0] Added request for URL http://testphp.vulnweb.com/Mod_Rewrite_Shop
05.15 14:44.01, Crawler,Info,[TCrawler : $0BBC02B0] Added request for URL http://testphp.vulnweb.com/Templates
05.15 14:44.01, Crawler,Info,[TCrawler : $0BBC02B0] Added request for URL http://testphp.vulnweb.com/Templates/main_dynamic_template.dwt.php
05.15 14:44.01, Crawler,Info,[TCrawler : $0BBC02B0] Added request for URL http://testphp.vulnweb.com/Flash
05.15 14:44.01, Crawler,Info,[TCrawler : $0BBC02B0] Added request for URL http://testphp.vulnweb.com/AJAX
05.15 14:44.01, Crawler,Info,[TCrawler : $0BBC02B0] Added request for URL http://testphp.vulnweb.com/images
05.15 14:44.01, Crawler,Info,[TCrawler : $0BBC02B0] Crawler:  http://testphp.vulnweb.com/ State transition: CS_RUNNING -> CS_LOGIN
05.15 14:44.01, Crawler,Info,[TCrawler : $0BBC02B0] Crawler:  http://testphp.vulnweb.com/ State transition: CS_LOGIN -> CS_RUNNING
05.15 14:44.01, ScriptExecThread(3),Info,Per server script "Apache_Running_As_Proxy.script" finished in 562 ms. Request count: 1. Status: 0
05.15 14:44.01, ScriptExecThread(8),Info,Per server script "Apache_Proxy_CONNECT_Enabled.script" finished in 562 ms. Request count: 1. Status: 0
05.15 14:44.01, ScriptExecThread(3),Info,Per server script "Apache_Unfiltered_Expect_Header_Injection.script" starting
05.15 14:44.01, ScriptExecThread(4),Info,Per server script "Apache_Geronimo_Default_Administrative_Credentials.script" finished in 562 ms. Request count: 1. Status: 0
05.15 14:44.01, ScriptExecThread(8),Info,Per server script "Apache_XSS_via_Malformed_Method.script" starting
05.15 14:44.01, ScriptExecThread(4),Info,Per server script "Arbitrary_file_existence_disclosure_in_Action_Pack.script" starting
05.15 14:44.01, ScriptExecThread(6),Info,Per server script "Apache_Roller_Audit.script" finished in 577 ms. Request count: 1. Status: 0
05.15 14:44.01, ScriptExecThread(6),Info,Per server script "ASP_NET_Error_Message.script" starting
05.15 14:44.02, Crawler,Info,[TCrawler : $0BBC02B0] Request done, http://testphp.vulnweb.com/favicon.ico
05.15 14:44.02, Crawler,Info,[TCrawler : $0BBC02B0] Added request for URL http://testphp.vulnweb.com/sitemap.xml
05.15 14:44.02, Crawler,Info,[TCrawler : $0BBC02B0] Added request for URL http://testphp.vulnweb.com/sitemap.xml.gz
05.15 14:44.02, Crawler,Info,[TCrawler : $0BBC02B0] Request done, http://testphp.vulnweb.com/robots.txt
05.15 14:44.02, ScriptExecThread(9),Info,Per server script "Apache_httpOnly_Cookie_Disclosure.script" finished in 827 ms. Request count: 1. Status: 0
05.15 14:44.02, ScriptExecThread(9),Info,Per server script "ASP_NET_Forms_Authentication_Bypass.script" starting
05.15 14:44.02, Crawler,Info,[TCrawler : $0BBC02B0] Request done, http://testphp.vulnweb.com/hpp
05.15 14:44.02, Crawler,Info,[TCrawler : $0BBC02B0] Added request for URL http://testphp.vulnweb.com/hpp/
05.15 14:44.02, Crawler,Info,[TCrawler : $0BBC02B0] Processing file /hpp
05.15 14:44.02, Crawler,Info,[TCrawler : $0BBC02B0] No links found.
05.15 14:44.02, Crawler,Info,[TCrawler : $0BBC02B0] Request done, http://testphp.vulnweb.com/search.php
05.15 14:44.02, Crawler,Info,[TCrawler : $0BBC02B0] AcuSensor is enabled on the site
05.15 14:44.02, Crawler,Info,[TCrawler : $0BBC02B0] Processing file /search.php
05.15 14:44.02, Crawler,Info,[TCrawler : $0BBC02B0] Request done, http://testphp.vulnweb.com/search.php?test=query
05.15 14:44.02, Crawler,Info,[TCrawler : $0BBC02B0] Processing file /search.php (variation 2)
05.15 14:44.02, Crawler,Info,[TCrawler : $0BBC02B0] Added request for URL http://testphp.vulnweb.com/artists.php
05.15 14:44.02, Crawler,Info,[TCrawler : $0BBC02B0] Added request for URL http://testphp.vulnweb.com/product.php
05.15 14:44.02, Crawler,Info,[TCrawler : $0BBC02B0] Added request for URL http://testphp.vulnweb.com/product.php
05.15 14:44.02, Crawler,Info,[TCrawler : $0BBC02B0] Added request for URL http://testphp.vulnweb.com/product.php
05.15 14:44.02, Crawler,Info,[TCrawler : $0BBC02B0] Added request for URL http://testphp.vulnweb.com/showimage.php
05.15 14:44.02, Crawler,Info,[TCrawler : $0BBC02B0] Added request for URL http://testphp.vulnweb.com/showimage.php
05.15 14:44.02, Crawler,Info,[TCrawler : $0BBC02B0] Added request for URL http://testphp.vulnweb.com/showimage.php
05.15 14:44.02, Crawler,Info,[TCrawler : $0BBC02B0] Added request for URL http://testphp.vulnweb.com/showimage.php
05.15 14:44.02, Crawler,Info,[TCrawler : $0BBC02B0] Added request for URL http://testphp.vulnweb.com/showimage.php
05.15 14:44.02, Crawler,Info,[TCrawler : $0BBC02B0] Added request for URL http://testphp.vulnweb.com/listproducts.php
05.15 14:44.02, Crawler,Info,[TCrawler : $0BBC02B0] Added request for URL http://testphp.vulnweb.com/listproducts.php
05.15 14:44.02, Crawler,Info,[TCrawler : $0BBC02B0] Request done, http://testphp.vulnweb.com/search.php?test=query
05.15 14:44.02, Crawler,Info,[TCrawler : $0BBC02B0] Processing file /search.php (variation 1)
05.15 14:44.02, Crawler,Info,[TCrawler : $0BBC02B0] Added request for URL http://testphp.vulnweb.com/product.php
05.15 14:44.02, Crawler,Info,[TCrawler : $0BBC02B0] Added request for URL http://testphp.vulnweb.com/artists.php
05.15 14:44.02, Crawler,Info,[TCrawler : $0BBC02B0] Added request for URL http://testphp.vulnweb.com/showimage.php
05.15 14:44.02, Crawler,Info,[TCrawler : $0BBC02B0] Added request for URL http://testphp.vulnweb.com/showimage.php
05.15 14:44.02, Crawler,Info,[TCrawler : $0BBC02B0] Added request for URL http://testphp.vulnweb.com/showimage.php
05.15 14:44.02, Crawler,Info,[TCrawler : $0BBC02B0] Added request for URL http://testphp.vulnweb.com/showimage.php
05.15 14:44.02, Crawler,Info,[TCrawler : $0BBC02B0] Added request for URL http://testphp.vulnweb.com/showimage.php
05.15 14:44.02, Crawler,Info,[TCrawler : $0BBC02B0] Added request for URL http://testphp.vulnweb.com/showimage.php
05.15 14:44.02, Crawler,Info,[TCrawler : $0BBC02B0] Added request for URL http://testphp.vulnweb.com/showimage.php
05.15 14:44.02, Crawler,Info,[TCrawler : $0BBC02B0] Added request for URL http://testphp.vulnweb.com/showimage.php
05.15 14:44.02, Crawler,Info,[TCrawler : $0BBC02B0] Added request for URL http://testphp.vulnweb.com/showimage.php
05.15 14:44.02, Crawler,Info,[TCrawler : $0BBC02B0] Added request for URL http://testphp.vulnweb.com/showimage.php
05.15 14:44.02, Crawler,Info,[TCrawler : $0BBC02B0] Added request for URL http://testphp.vulnweb.com/listproducts.php
05.15 14:44.02, ScriptExecThread(6),Info,Per server script "ASP_NET_Error_Message.script" finished in 468 ms. Request count: 1. Status: 0
05.15 14:44.02, ScriptExecThread(6),Info,Per server script "ASP_NET_Oracle_Padding.script" starting
05.15 14:44.02, ScriptExecThread(6),Info,Per server script "ASP_NET_Oracle_Padding.script" finished in 0 ms. Request count: 0. Status: 0
05.15 14:44.02, ScriptExecThread(6),Info,Per server script "Barracuda_locale_Directory_Traversal.script" starting
05.15 14:44.02, ScriptExecThread(4),Info,Per server script "Arbitrary_file_existence_disclosure_in_Action_Pack.script" finished in 514 ms. Request count: 1. Status: 0
05.15 14:44.02, ScriptExecThread(4),Info,Per server script "Bash_RCE_Server_Audit.script" starting
05.15 14:44.02, ScriptExecThread(9),Info,Per server script "ASP_NET_Forms_Authentication_Bypass.script" finished in 296 ms. Request count: 1. Status: 0
05.15 14:44.02, ScriptExecThread(9),Info,Per server script "Clickjacking_X_Frame_Options.script" starting
05.15 14:44.02, Crawler,Info,[TCrawler : $0BBC02B0] Request done, http://testphp.vulnweb.com/cart.php
05.15 14:44.02, Crawler,Info,[TCrawler : $0BBC02B0] Processing file /cart.php
05.15 14:44.02, ScriptExecThread(3),Info,Per server script "Apache_Unfiltered_Expect_Header_Injection.script" finished in 577 ms. Request count: 1. Status: 0
05.15 14:44.02, ScriptExecThread(3),Info,Per server script "ClientAccessPolicy_XML.script" starting
05.15 14:44.02, ScriptExecThread(2),Info,Per server script "Apache_mod_negotiation_Filename_Bruteforcing.script" finished in 1170 ms. Request count: 2. Status: 0
05.15 14:44.02, ScriptExecThread(2),Info,Per server script "ColdFusion_Audit.script" starting
05.15 14:44.02, Crawler,Info,[TCrawler : $0BBC02B0] Request done, http://testphp.vulnweb.com/index.php
05.15 14:44.02, Crawler,Info,[TCrawler : $0BBC02B0] Processing file /index.php
05.15 14:44.02, ScriptExecThread(8),Info,Per server script "Apache_XSS_via_Malformed_Method.script" finished in 811 ms. Request count: 1. Status: 0
05.15 14:44.02, ScriptExecThread(8),Info,Per server script "ColdFusion_User_Agent_XSS.script" starting
05.15 14:44.02, Crawler,Info,[TCrawler : $0BBC02B0] Request done, http://testphp.vulnweb.com/login.php
05.15 14:44.02, Crawler,Info,[TCrawler : $0BBC02B0] Processing file /login.php
05.15 14:44.02, Reporter,Info,[info] Password type input with auto-complete enabled "/login.php"
05.15 14:44.02, Reporter,Info,[medium] User credentials are sent in clear text "/login.php"
05.15 14:44.02, Reporter,Info,[medium] HTML form without CSRF protection "/login.php"
05.15 14:44.02, Crawler,Info,[TCrawler : $0BBC02B0] Added request for URL http://testphp.vulnweb.com/userinfo.php
05.15 14:44.02, Crawler,Info,[TCrawler : $0BBC02B0] Added request for URL http://testphp.vulnweb.com/signup.php
05.15 14:44.02, Crawler,Info,[TCrawler : $0BBC02B0] Request done, http://testphp.vulnweb.com/
05.15 14:44.02, Crawler,Info,[TCrawler : $0BBC02B0] Processing file /
05.15 14:44.02, Reporter,Info,[low] Clickjacking: X-Frame-Options header missing "Web Server"
05.15 14:44.02, ScriptExecThread(9),Info,Per server script "Clickjacking_X_Frame_Options.script" finished in 297 ms. Request count: 1. Status: 0
05.15 14:44.02, ScriptExecThread(9),Info,Per server script "ColdFusion_v8_File_Upload.script" starting
05.15 14:44.02, ScriptExecThread(7),Info,Per server script "Apache_Server_Information.script" finished in 1638 ms. Request count: 5. Status: 0
05.15 14:44.02, ScriptExecThread(7),Info,Per server script "ColdFusion_v9_Solr_Exposed.script" starting
05.15 14:44.02, ScriptExecThread(8),Info,Per server script "ColdFusion_User_Agent_XSS.script" finished in 281 ms. Request count: 1. Status: 0
05.15 14:44.02, ScriptExecThread(8),Info,Per server script "CoreDumpCheck.script" starting
05.15 14:44.03, Crawler,Info,[TCrawler : $0BBC02B0] Request done, http://testphp.vulnweb.com/style.css
05.15 14:44.03, Crawler,Info,[TCrawler : $0BBC02B0] Processing file /style.css
05.15 14:44.03, Crawler,Info,[TCrawler : $0BBC02B0] No links found.
05.15 14:44.03, ScriptExecThread(3),Info,Per server script "ClientAccessPolicy_XML.script" finished in 546 ms. Request count: 2. Status: 0
05.15 14:44.03, ScriptExecThread(3),Info,Per server script "CRLF_Injection_PerServer.script" starting
05.15 14:44.03, Crawler,Info,[TCrawler : $0BBC02B0] Request done, http://testphp.vulnweb.com/artists.php
05.15 14:44.03, Crawler,Info,[TCrawler : $0BBC02B0] Processing file /artists.php
05.15 14:44.03, Crawler,Info,[TCrawler : $0BBC02B0] Added request for URL http://testphp.vulnweb.com/artists.php
05.15 14:44.03, Crawler,Info,[TCrawler : $0BBC02B0] Added request for URL http://testphp.vulnweb.com/comment.php?aid=3
05.15 14:44.03, Crawler,Info,[TCrawler : $0BBC02B0] Added request for URL http://testphp.vulnweb.com/comment.php?aid=1
05.15 14:44.03, Crawler,Info,[TCrawler : $0BBC02B0] Added request for URL http://testphp.vulnweb.com/comment.php?aid=2
05.15 14:44.03, ScriptExecThread(9),Info,Per server script "ColdFusion_v8_File_Upload.script" finished in 374 ms. Request count: 1. Status: 0
05.15 14:44.03, ScriptExecThread(9),Info,Per server script "Crossdomain_XML.script" starting
05.15 14:44.03, ScriptExecThread(2),Info,Per server script "ColdFusion_Audit.script" finished in 655 ms. Request count: 2. Status: 0
05.15 14:44.03, ScriptExecThread(2),Info,Per server script "Database_Backup.script" starting
05.15 14:44.03, Crawler,Info,[TCrawler : $0BBC02B0] Request done, http://testphp.vulnweb.com/privacy.php
05.15 14:44.03, Reporter,Info,[info] Broken links "/privacy.php"
05.15 14:44.03, Crawler,Info,[TCrawler : $0BBC02B0] Processing file /privacy.php
05.15 14:44.03, Crawler,Info,[TCrawler : $0BBC02B0] No links found.
05.15 14:44.03, ScriptExecThread(7),Info,Per server script "ColdFusion_v9_Solr_Exposed.script" finished in 281 ms. Request count: 1. Status: 0
05.15 14:44.03, ScriptExecThread(7),Info,Per server script "Django_Admin_Weak_Password.script" starting
05.15 14:44.03, ScriptExecThread(8),Info,Per server script "CoreDumpCheck.script" finished in 312 ms. Request count: 1. Status: 0
05.15 14:44.03, ScriptExecThread(8),Info,Per server script "elasticsearch_Audit.script" starting
05.15 14:44.03, ScriptExecThread(3),Info,Per server script "CRLF_Injection_PerServer.script" finished in 296 ms. Request count: 1. Status: 0
05.15 14:44.03, ScriptExecThread(3),Info,Per server script "elmah_Information_Disclosure.script" starting
05.15 14:44.03, Crawler,Info,[TCrawler : $0BBC02B0] Request done, http://testphp.vulnweb.com/userinfo.php
05.15 14:44.03, Crawler,Info,[TCrawler : $0BBC02B0] Processing file /userinfo.php
05.15 14:44.03, Crawler,Info,[TCrawler : $0BBC02B0] No links found.
05.15 14:44.03, Crawler,Info,[TCrawler : $0BBC02B0] Request done, http://testphp.vulnweb.com/categories.php
05.15 14:44.03, Crawler,Info,[TCrawler : $0BBC02B0] Processing file /categories.php
05.15 14:44.03, Crawler,Info,[TCrawler : $0BBC02B0] Added request for URL http://testphp.vulnweb.com/listproducts.php
05.15 14:44.03, Crawler,Info,[TCrawler : $0BBC02B0] Request done, http://testphp.vulnweb.com/guestbook.php
05.15 14:44.03, Crawler,Info,[TCrawler : $0BBC02B0] Processing file /guestbook.php
05.15 14:44.03, Reporter,Info,[medium] HTML form without CSRF protection "/guestbook.php"
05.15 14:44.03, Crawler,Info,[TCrawler : $0BBC02B0] Added request for URL http://testphp.vulnweb.com/guestbook.php
05.15 14:44.03, Crawler,Info,[TCrawler : $0BBC02B0] Request done, http://testphp.vulnweb.com/crossdomain.xml
05.15 14:44.03, Crawler,Info,[TCrawler : $0BBC02B0] Processing file /crossdomain.xml
05.15 14:44.03, Crawler,Info,[TCrawler : $0BBC02B0] No links found.
05.15 14:44.03, Reporter,Info,[medium] Insecure crossdomain.xml file "Web Server"
05.15 14:44.03, ScriptExecThread(9),Info,Per server script "Crossdomain_XML.script" finished in 406 ms. Request count: 1. Status: 0
05.15 14:44.03, ScriptExecThread(9),Info,Per server script "Error_Page_Path_Disclosure.script" starting
05.15 14:44.03, ScriptExecThread(7),Info,Per server script "Django_Admin_Weak_Password.script" finished in 312 ms. Request count: 1. Status: 0
05.15 14:44.03, ScriptExecThread(7),Info,Per server script "Fantastico_Filelist.script" starting
05.15 14:44.03, ScriptExecThread(5),Info,Per server script "Apache_Axis2_Audit.script" finished in 2340 ms. Request count: 5. Status: 0
05.15 14:44.03, ScriptExecThread(5),Info,Per server script "Flask_Debug_Mode.script" starting
05.15 14:44.03, Crawler,Info,[TCrawler : $0BBC02B0] Request done, http://testphp.vulnweb.com/AJAX/index.php
05.15 14:44.03, Crawler,Info,[TCrawler : $0BBC02B0] Processing file /AJAX/index.php
05.15 14:44.03, Crawler,Info,[TCrawler : $0BBC02B0] Added request for URL http://testphp.vulnweb.com/AJAX/styles.css
05.15 14:44.03, Crawler,Info,[TCrawler : $0BBC02B0] Added request for URL http://testphp.vulnweb.com/AJAX/artists.php
05.15 14:44.03, Crawler,Info,[TCrawler : $0BBC02B0] Added request for URL http://testphp.vulnweb.com/AJAX/titles.php
05.15 14:44.03, Crawler,Info,[TCrawler : $0BBC02B0] Added request for URL http://testphp.vulnweb.com/AJAX/categories.php
05.15 14:44.03, ScriptExecThread(7),Info,Per server script "Fantastico_Filelist.script" finished in 265 ms. Request count: 1. Status: 0
05.15 14:44.03, ScriptExecThread(7),Info,Per server script "Frontpage_authors_pwd.script" starting
05.15 14:44.03, Crawler,Info,[TCrawler : $0BBC02B0] Request done, http://testphp.vulnweb.com/disclaimer.php
05.15 14:44.03, Crawler,Info,[TCrawler : $0BBC02B0] Processing file /disclaimer.php
05.15 14:44.04, ScriptExecThread(5),Info,Per server script "Flask_Debug_Mode.script" finished in 359 ms. Request count: 1. Status: 0
05.15 14:44.04, ScriptExecThread(5),Info,Per server script "Frontpage_Extensions_Enabled.script" starting
05.15 14:44.04, ScriptExecThread(3),Info,Per server script "elmah_Information_Disclosure.script" finished in 765 ms. Request count: 2. Status: 0
05.15 14:44.04, ScriptExecThread(3),Info,Per server script "Frontpage_Information.script" starting
05.15 14:44.04, ScriptExecThread(7),Info,Per server script "Frontpage_authors_pwd.script" finished in 265 ms. Request count: 1. Status: 0
05.15 14:44.04, ScriptExecThread(7),Info,Per server script "GlassFish_41_Directory_Traversal.script" starting
05.15 14:44.04, Crawler,Info,[TCrawler : $0BBC02B0] Request done, http://testphp.vulnweb.com/Flash/add.swf
05.15 14:44.04, Crawler,Info,[TCrawler : $0BBC02B0] Processing file /Flash/add.swf
05.15 14:44.04, Crawler,Info,[TCrawler : $0BBC02B0] Added request for URL http://testphp.vulnweb.com/redir.php
05.15 14:44.04, Crawler,Info,[TCrawler : $0BBC02B0] Added request for URL http://testphp.vulnweb.com/redir.php
05.15 14:44.04, Crawler,Info,[TCrawler : $0BBC02B0] Request done, http://testphp.vulnweb.com/Mod_Rewrite_Shop
05.15 14:44.04, Crawler,Info,[TCrawler : $0BBC02B0] Added request for URL http://testphp.vulnweb.com/Mod_Rewrite_Shop/
05.15 14:44.04, Crawler,Info,[TCrawler : $0BBC02B0] Processing file /Mod_Rewrite_Shop
05.15 14:44.04, Crawler,Info,[TCrawler : $0BBC02B0] No links found.
05.15 14:44.04, ScriptExecThread(3),Info,Per server script "Frontpage_Information.script" finished in 280 ms. Request count: 1. Status: 0
05.15 14:44.04, ScriptExecThread(3),Info,Per server script "GlassFish_Audit.script" starting
05.15 14:44.04, Crawler,Info,[TCrawler : $0BBC02B0] Request done, http://testphp.vulnweb.com/Templates/main_dynamic_template.dwt.php
05.15 14:44.04, Crawler,Info,[TCrawler : $0BBC02B0] Processing file /Templates/main_dynamic_template.dwt.php
05.15 14:44.04, Crawler,Info,[TCrawler : $0BBC02B0] Added request for URL http://testphp.vulnweb.com/Templates
05.15 14:44.04, Crawler,Info,[TCrawler : $0BBC02B0] Request done, http://testphp.vulnweb.com/Templates
05.15 14:44.04, Crawler,Info,[TCrawler : $0BBC02B0] Added request for URL http://testphp.vulnweb.com/Templates/
05.15 14:44.04, Crawler,Info,[TCrawler : $0BBC02B0] Processing file /Templates
05.15 14:44.04, Crawler,Info,[TCrawler : $0BBC02B0] No links found.
05.15 14:44.04, Crawler,Info,[TCrawler : $0BBC02B0] Request done, http://testphp.vulnweb.com/Flash
05.15 14:44.04, Crawler,Info,[TCrawler : $0BBC02B0] Added request for URL http://testphp.vulnweb.com/Flash/
05.15 14:44.04, Crawler,Info,[TCrawler : $0BBC02B0] Processing file /Flash
05.15 14:44.04, Crawler,Info,[TCrawler : $0BBC02B0] No links found.
05.15 14:44.04, ScriptExecThread(5),Info,Per server script "Frontpage_Extensions_Enabled.script" finished in 578 ms. Request count: 2. Status: 0
05.15 14:44.04, ScriptExecThread(5),Info,Per server script "Hadoop_Cluster_Web_Interface.script" starting
05.15 14:44.04, ScriptExecThread(7),Info,Per server script "GlassFish_41_Directory_Traversal.script" finished in 655 ms. Request count: 2. Status: 0
05.15 14:44.04, ScriptExecThread(7),Info,Per server script "Heartbleed_Bug.script" starting
05.15 14:44.04, Crawler,Info,[TCrawler : $0BBC02B0] Request done, http://testphp.vulnweb.com/AJAX
05.15 14:44.04, Crawler,Info,[TCrawler : $0BBC02B0] Added request for URL http://testphp.vulnweb.com/AJAX/
05.15 14:44.04, Crawler,Info,[TCrawler : $0BBC02B0] Processing file /AJAX
05.15 14:44.04, Crawler,Info,[TCrawler : $0BBC02B0] No links found.
05.15 14:44.04, Crawler,Info,[TCrawler : $0BBC02B0] Request done, http://testphp.vulnweb.com/images
05.15 14:44.04, Crawler,Info,[TCrawler : $0BBC02B0] Added request for URL http://testphp.vulnweb.com/images/
05.15 14:44.04, Crawler,Info,[TCrawler : $0BBC02B0] Processing file /images
05.15 14:44.04, Crawler,Info,[TCrawler : $0BBC02B0] No links found.
05.15 14:44.04, Crawler,Info,[TCrawler : $0BBC02B0] Crawler:  http://testphp.vulnweb.com/ State transition: CS_RUNNING -> CS_LOGIN
05.15 14:44.04, Crawler,Info,[TCrawler : $0BBC02B0] Crawler:  http://testphp.vulnweb.com/ State transition: CS_LOGIN -> CS_RUNNING
05.15 14:44.04, Crawler,Info,[TCrawler : $0BBC02B0] Request done, http://testphp.vulnweb.com/sitemap.xml.gz
05.15 14:44.05, Crawler,Info,[TCrawler : $0BBC02B0] Request done, http://testphp.vulnweb.com/sitemap.xml
05.15 14:44.05, Crawler,Info,[TCrawler : $0BBC02B0] Request done, http://testphp.vulnweb.com/hpp/
05.15 14:44.05, Crawler,Info,[TCrawler : $0BBC02B0] Processing file /hpp
05.15 14:44.05, Crawler,Info,[TCrawler : $0BBC02B0] Added request for URL http://testphp.vulnweb.com/hpp/
